query_id,user_id,query_city,check_in_date,duration_nights,num_guests,min_star_rating,max_price,required_amenities,query_type
1,125,Kolkata,2023-05-19,7,2,3.8021082461935762,11027.519710817416,"[""gym""]",leisure
2,233,Lucknow,2023-09-15,7,2,3.306793632007127,8827.216612256323,"[""spa"", ""gym""]",leisure
3,224,Kolkata,2023-07-03,5,1,2.5561117405499907,3880.8437098364448,"[""gym"", ""pool""]",leisure
4,74,Delhi,2023-05-09,1,3,3.7936503143688434,12978.154269194923,"[""family_rooms"", ""pool"", ""restaurant""]",family
5,297,Mumbai,2023-11-23,7,1,3.0478278616317476,3627.8304682936346,"[""spa"", ""gym"", ""pool""]",leisure
6,285,Pune,2023-03-27,1,2,4.309574247560763,8835.321821920583,"[""spa""]",leisure
7,197,Lucknow,2023-01-18,6,4,3.1255256172609567,16923.332749601774,"[""pool"", ""family_rooms""]",family
8,111,Ahmedabad,2023-12-29,6,4,3.723667617730147,20729.87455280449,"[""free_wifi"", ""air_conditioning""]",business
9,137,Mumbai,2023-05-19,3,1,4.494576587915105,5832.356440367846,"[""pool"", ""spa"", ""gym""]",leisure
10,278,Mumbai,2024-01-01,5,2,2.7739159483237317,5694.842154632361,"[""spa""]",leisure
11,287,Ahmedabad,2023-08-27,1,2,3.4684542777052108,5378.945341136679,"[""spa"", ""gym""]",leisure
12,247,Lucknow,2023-07-28,2,2,2.5,14572.199409138528,"[""air_conditioning"", ""free_wifi""]",business
13,44,Delhi,2023-01-08,3,3,2.5,11158.843600663366,"[""free_wifi"", ""meeting_rooms"", ""air_conditioning""]",business
14,158,Mumbai,2023-09-27,4,3,3.7188556749649813,8680.803026524956,"[""family_rooms"", ""restaurant""]",family
15,253,Delhi,2023-08-18,6,2,3.6319942878528533,6601.155583992453,"[""spa""]",leisure
16,5,Chennai,2023-06-21,7,1,3.981056243860083,8138.216952561066,"[""pool"", ""spa""]",leisure
17,27,Mumbai,2023-07-04,2,4,4.396090450579326,19350.318902495186,"[""air_conditioning""]",business
18,242,Mumbai,2023-11-06,3,1,2.5,3714.935629024501,"[""spa""]",leisure
19,151,Delhi,2023-10-16,1,2,2.5,4984.408613378632,"[""gym"", ""spa"", ""pool""]",leisure
20,149,Mumbai,2023-12-02,4,2,2.5,8909.34966321567,"[""pool""]",leisure
21,259,Lucknow,2023-01-22,6,1,3.273290225725882,4661.519399960969,"[""gym"", ""pool"", ""spa""]",leisure
22,228,Bangalore,2023-01-13,7,2,4.059068554153402,7163.020843561736,"[""gym"", ""pool"", ""spa""]",leisure
23,155,Delhi,2023-10-19,2,2,3.3678941281091994,17248.93921379942,"[""meeting_rooms""]",business
24,5,Jaipur,2023-05-12,3,1,2.612196017188249,7329.104590116448,"[""spa""]",leisure
25,167,Kolkata,2023-03-09,2,4,2.5,32831.512149988135,"[""business_center""]",business
26,181,Mumbai,2023-04-20,5,4,3.888322030795406,8483.173398500268,"[""restaurant"", ""family_rooms"", ""pool""]",family
27,91,Chennai,2023-08-17,7,2,4.106425137714675,8387.932168762654,"[""pool"", ""spa""]",leisure
28,165,Chennai,2023-04-04,4,2,3.6038819891495617,4828.496031573124,"[""spa""]",leisure
29,28,Jaipur,2023-07-29,1,4,3.506694738163448,8910.291455272885,"[""family_rooms"", ""restaurant"", ""pool""]",family
30,186,Hyderabad,2023-10-27,5,4,2.5,8200.049530378103,"[""family_rooms""]",family
31,193,Bangalore,2023-02-26,3,2,4.387706561575473,15279.943983195948,"[""spa""]",leisure
32,12,Ahmedabad,2023-07-27,7,1,3.757796728714104,6718.512295871753,"[""gym"", ""pool"", ""spa""]",leisure
33,186,Pune,2023-09-21,6,4,2.5,9351.74421388132,"[""family_rooms""]",family
34,43,Bangalore,2023-05-18,3,2,3.1404662813771127,13062.105823518801,"[""spa"", ""gym"", ""pool""]",leisure
35,95,Delhi,2023-10-20,1,4,2.728939801821694,20770.402189069766,"[""family_rooms""]",family
36,110,Kolkata,2023-01-23,1,2,3.0091598065808527,8071.870435836726,"[""spa"", ""gym"", ""pool""]",leisure
37,242,Hyderabad,2023-04-28,3,1,3.3508310964147654,4211.833811733541,"[""gym"", ""spa""]",leisure
38,2,Bangalore,2023-03-02,2,2,3.4352106482808327,25400.045285773074,"[""gym"", ""pool""]",leisure
39,282,Bangalore,2024-01-01,7,2,2.5,13244.766043356085,"[""spa""]",leisure
40,54,Jaipur,2023-12-18,6,2,2.5,13022.833611608206,"[""free_wifi"", ""meeting_rooms""]",business
41,201,Mumbai,2023-02-01,1,1,2.5,4222.796580584973,"[""gym""]",leisure
42,73,Pune,2023-08-21,2,1,3.484359244093856,6501.935577457343,"[""pool""]",leisure
43,134,Bangalore,2023-10-18,1,3,2.6303064174784523,30655.744121856173,"[""family_rooms""]",family
44,231,Chennai,2023-02-17,4,3,4.050999947545993,8474.932037672994,"[""family_rooms"", ""pool""]",family
45,122,Lucknow,2023-12-11,5,1,4.362677394847094,4292.603603542647,"[""pool"", ""spa""]",leisure
46,16,Mumbai,2023-10-05,7,4,2.75050392268834,10770.278331452177,"[""restaurant""]",family
47,264,Pune,2023-05-13,4,2,2.6123596251128327,4392.953564175986,"[""pool"", ""gym"", ""spa""]",leisure
48,74,Delhi,2023-03-02,1,3,4.3827306450469266,11096.934966344004,"[""restaurant""]",family
49,197,Hyderabad,2023-02-17,6,4,3.7357572030115485,17980.520879527492,"[""restaurant""]",family
50,90,Kolkata,2023-03-18,1,2,2.5,9388.149800883004,"[""spa"", ""pool"", ""gym""]",leisure
51,268,Hyderabad,2023-05-03,3,2,3.0321823584123666,13089.47613365042,"[""meeting_rooms"", ""air_conditioning""]",business
52,265,Chennai,2023-05-09,3,4,4.158075466834418,30887.48192768209,"[""free_wifi""]",business
53,52,Chennai,2023-10-09,2,4,4.203086440338984,10046.747880006478,"[""restaurant""]",family
54,178,Delhi,2023-12-19,5,2,2.5,6777.589190972265,"[""pool""]",leisure
55,254,Mumbai,2023-05-28,1,1,2.5,4668.819499532122,"[""spa""]",leisure
