hotel_id,city,display_name,latitude,longitude,formatted_address,hospitals_count_1km,pharmacies_count_1km,shopping_count_1km,restaurants_count_1km,banks_count_1km,parks_count_1km,fuel_stations_count_2_5km,ev_charging_count_2_5km,entertainment_count_2_5km,transport_hubs_count_2_5km,walkability_score,shopping_score,restaurant_score,bank_score,green_space_score,hospital_score,pharmacy_score,entertainment_score,locality_score
kol001,Kolkata,"The Oberoi Grand, Kolkata",22.5616631,88.3513038,"15, Jawaharlal Nehru Rd, New Market Area, Dharmatala, Taltala, Kolkata, West Bengal 700013, India",6,7,4,74,28,0,14,3,6,107,84,50,100,100,0,100,87,100,100
kol002,Kolkata,The Kolkata Hotel,22.5123885,88.3936308,"Shiv Mandir, EC 14, Rajdanga Main Rd, near Acropolis Mall, behind Kasba New Marke, Sector E, East Kolkata Twp, Kolkata, West Bengal 700107, India",4,1,1,7,1,0,0,0,1,19,28,12,28,10,0,80,12,20,77
kol003,Kolkata,Peerless Hotel Kolkata,22.5625386,88.3513985,"12, Jawaharlal Nehru Rd, Esplanade, Dharmatala, Taltala, Kolkata, West Bengal 700013, India",5,6,4,54,30,0,13,3,6,110,82,50,100,100,0,100,75,100,100
kol004,Kolkata,The LaLiT Great Eastern Kolkata,22.5681542,88.349876,"Dalhousie Square 1, 2,3, Old Court House St, Chowringhee North, Ward Number 1, Kolkata, West Bengal 700001, India",4,2,2,28,15,1,11,3,5,131,62,25,100,100,20,80,25,100,100
kol005,Kolkata,"ITC Royal Bengal, a Luxury Collection Hotel, Kolkata",22.5442808,88.398153,"1, JBS Haldane Ave, Tangra, Kolkata, West Bengal 700046, India",1,0,1,5,1,0,1,0,1,12,12,12,20,10,0,20,0,20,50
kol006,Kolkata,JW Marriott Hotel Kolkata,22.548147399999998,88.39916939999999,"4A, JBS Haldane Ave, Tangra, Kolkata, West Bengal 700105, India",0,0,1,4,1,0,1,0,1,9,7,12,16,10,0,0,0,20,39
kol007,Kolkata,Park Prime Kolkata - The Official Listing,22.5408835,88.3564445,"226, Acharya Jagdish Chandra Bose Rd, Sreepally, Bhowanipore, Kolkata, West Bengal 700020, India",22,3,1,34,14,1,20,2,7,23,65,12,100,100,20,100,37,100,100
kol008,Kolkata,Hotel Platinum,22.541706899999998,88.3654583,"14, Syed Amir Ali Ave, Lower Range, Beck Bagan, Ballygunge, Kolkata, West Bengal 700017, India",22,4,1,14,12,1,17,2,5,21,59,12,56,100,20,100,50,100,100
kol009,Kolkata,Kzar Corporate Hotel Near Sealdah Railway station,22.5597794,88.3710874,"SCHEME LV, P-16, CIT Rd, near Ramlila Maidan, Sealdah, Raja Bazar, Kolkata, West Bengal 700014, India",13,1,2,7,6,1,12,2,6,75,43,25,28,60,20,100,12,100,100
kol010,Kolkata,"Kenilworth Hotel, Kolkata",22.5460918,88.35006,"1 And 2, Little Russel St, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071, India",12,5,1,78,38,0,18,3,7,69,70,12,100,100,0,100,62,100,100
kol011,Kolkata,The Park Hotel,22.5540974,88.351871,"17, Park St, Taltala, Kolkata, West Bengal 700016, India",5,7,3,98,45,0,16,3,7,83,81,37,100,100,0,100,87,100,100
kol012,Kolkata,Hotel Kempton,22.556460299999998,88.35393309999999,"3, Marquis St, Colootola, Esplanade, Dharmatala, Taltala, Kolkata, West Bengal 700016, India",6,8,4,95,42,0,15,3,7,88,87,50,100,100,0,100,100,100,100
kol013,Kolkata,Hotel Aura,22.5621811,88.35523119999999,"18, SN Banerjee Road, DHARAMTALLA, New Market Area, Janbazar, Taltala, Kolkata, West Bengal 700087, India",9,7,4,55,22,0,15,2,6,100,84,50,100,100,0,100,87,100,100
kol014,Kolkata,HOTEL ORCHID INN,22.5790358,88.3598513,"139, Mahatma Gandhi Rd, Central Avenue, Ward Number 43, Kolkata, West Bengal 700007, India",10,0,1,6,8,1,6,2,5,127,39,12,24,80,20,100,0,100,100
kol015,Kolkata,Townhouse Acme Near Park Street,22.5416889,88.36235219999999,"15/1,Circus Avenue Near Bangladesh High Commission Seven Point Crossing, Park St, Lower Range, Park Circus, Elgin, Kolkata, West Bengal 700017, India",24,4,1,18,13,2,18,2,6,21,62,12,72,100,40,100,50,100,100
kol016,Kolkata,Hyatt Regency Kolkata,22.5706781,88.40521199999999,"JA-1, JA Block, Sector 3, Bidhannagar, Kolkata, West Bengal 700106, India",3,1,1,3,7,1,5,0,5,23,30,12,12,70,20,60,12,100,100
kol017,Kolkata,"ITC Sonar, a Luxury Collection Hotel, Kolkata",22.5443003,88.3981362,"1, JBS Haldane Ave, Tangra, Kolkata, West Bengal 700046, India",1,0,1,5,1,0,1,0,1,12,12,12,20,10,0,20,0,20,50
kol018,Kolkata,"Taj Bengal, Kolkata",22.5374363,88.3340334,"No. 34-B, Belvedere Rd, near ALIPORE ZOO, Alipore, Kolkata, West Bengal 700027, India",3,0,0,1,1,0,14,1,4,26,14,0,4,10,0,60,0,80,100
kol019,Kolkata,"Hotel Mulberry, Kolkata",22.5265399,88.3556876,"44, Pankaj Mullick Sarani, Opposite Maddox Square Park, Ballygunge, Kolkata, West Bengal 700029, India",24,1,0,8,2,1,13,3,8,25,31,0,32,20,20,100,12,100,100
kol020,Kolkata,"Brio Hotel,Kolkata",22.5710123,88.4142256,"IB 162, IB Block, Sector 3, Bidhannagar, Kolkata, West Bengal 700106, India",4,1,1,4,8,1,5,0,6,24,36,12,16,80,20,80,12,100,100
kol021,Kolkata,Hotel Park Victoria,22.554079899999998,88.35402309999999,"Saberwal House, Free School St, Esplanade, Taltala, Kolkata, West Bengal 700016, India",10,7,3,100,44,0,16,3,7,88,81,37,100,100,0,100,87,100,100
kol022,Kolkata,Star Hotels,22.5412274,88.3622122,"22, Circus Ave Road(AJC Bose Road), Lower Range, Beck Bagan, Ballygunge, Kolkata, West Bengal 700017, India",25,4,1,20,13,2,18,2,6,23,64,12,80,100,40,100,50,100,100
kol023,Kolkata,Roland Hotel,22.5363245,88.3566852,"28A, Rowland Rd, near Landsdown Crossing, Rowland Row, Ballygunge, Kolkata, West Bengal 700020, India",17,3,1,23,11,2,19,2,8,28,63,12,92,100,40,100,37,100,100
kol024,Kolkata,"Zone by the Park Hotel, Kolkata",22.582908900000003,88.4754212,"DG /02/1 -39, 11 (न्युटाउन, Action Area I, Newtown, New Town, West Bengal 700156, India",0,0,0,4,0,2,1,6,1,3,3,0,16,0,40,0,0,20,21
kol025,Kolkata,Novotel Kolkata - Hotel & Residences,22.5800482,88.46151479999999,"Sub-Central Business District(Action Area 1), Action Area 1C, Rajarhat, New Town, Kolkata, West Bengal 700107, India",1,0,6,3,2,2,1,6,2,5,28,75,12,20,40,20,0,40,51
kol026,Kolkata,"The Sonnet, Kolkata",22.5894925,88.41137549999999,"Block DD, Plot, 8, Salt Lake Rd, DD Block, Sector 1, Bidhannagar, Kolkata, West Bengal 700064, India",9,1,3,15,6,4,6,0,5,26,52,37,60,60,80,100,12,100,100
kol027,Kolkata,"NX HOTEL, E.M.Bypass, Kolkata, West Bengal",22.5535103,88.40897149999999,"P-165E/EA, Eastern Metropolitan Bypass, Metropolitan Co-Operative Housing Society Limited, Tangra, Kolkata, West Bengal 700107, India",0,1,1,3,1,0,2,0,4,9,9,12,12,10,0,0,12,80,50
kol028,Kolkata,Fairfield by Marriott Kolkata,22.5786677,88.46888609999999,"Cb 218, CB Block(Newtown), Action Area 1C, Newtown, Kolkata, New Town, West Bengal 700107, India",1,0,5,5,0,3,1,7,2,4,23,62,20,0,60,20,0,40,47
kol029,Kolkata,GOLDEN APPLE BOUTIQUE HOTEL,22.5581811,88.3537634,"9, Sudder St, Fire Brigade Head Quarter, New Market Area, Dharmatala, Taltala, Kolkata, West Bengal 700016, India",8,8,5,92,38,0,15,3,7,91,90,62,100,100,0,100,100,100,100
kol030,Kolkata,"Lemon Tree Premier, New Town, Kolkata",22.5810607,88.4611312,"Premises No. 30-1111, BG-9, Service Rd, Sub-Central Business District(Action Area 1), Action Area I, Newtown, Kolkata, New Town, West Bengal 700163, India",1,0,6,3,2,2,1,6,2,5,28,75,12,20,40,20,0,40,51
kol031,Kolkata,The Astor,22.5454924,88.35179839999999,"15, Shakespeare Sarani, near NIGHTINGALE HOSPITAL, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071, India",14,6,1,79,34,0,19,3,7,66,73,12,100,100,0,100,75,100,100
kol032,Kolkata,Hotel VIP International,22.5546336,88.3540331,"51, Free School St, Esplanade, Taltala, Kolkata, West Bengal 700016, India",10,7,3,98,43,0,16,3,7,87,81,37,100,100,0,100,87,100,100
kol033,Kolkata,Hotel Nest International,22.53795,88.363689,"Hotel Nest International, 11, Tarak Dutta Rd, near Quest Mall, Lower Range, Park Circus, Ballygunge, Kolkata, West Bengal 700019, India",22,4,1,15,12,1,17,2,7,23,60,12,60,100,20,100,50,100,100
kol034,Kolkata,Hotel Heera - Best Budget Hotels In Kolkata,22.563480000000002,88.35365469999999,"28, Grant St, near Elite Cinema, Esplanade, Dharmatala, Taltala, Kolkata, West Bengal 700013, India",6,4,4,46,18,0,12,3,6,108,77,50,100,100,0,100,50,100,100
kol035,Kolkata,The Pearl Hotel Kolkata,22.568984099999998,88.4045847,"Radha Madhav Dutta Garden Lane , VIP gate on, 35 Z, Eastern Metropolitan Bypass, Opposite Salt Lake stadium, Subhas Sarobar Park, Phool Bagan, Beleghata, Kolkata, West Bengal 700010, India",3,2,0,0,2,1,5,0,5,17,20,0,0,20,20,60,25,100,86
kol036,Kolkata,The Premier Inn,22.5535221,88.35722299999999,"9, Ripon St, near Tinkonia Park, beside Mezban Restaurant, Esplanade, Taltala, Kolkata, West Bengal 700016, India",10,6,3,97,46,0,16,3,7,84,79,37,100,100,0,100,75,100,100
kol037,Kolkata,Hotel Royal Crowne,22.6433757,88.4304441,"86, Ramakrishna Road Italgacha Main Road, No 1 Enter, the Mandir Masjid Road and take, the 2nd right, near Airport Gate, 2nd Cross, Motilal Colony, Rajbari, Dum Dum, Kolkata, West Bengal 700079, India",3,1,0,11,2,1,0,2,0,16,26,0,44,20,20,60,12,0,67
kol038,Kolkata,"Taj City Centre New Town, Kolkata",22.6228592,88.4498306,"No. 11/5, City Centre Newtown Action Area II D, Newtown, AA II, AA IID, Rajarhat, Kolkata, New Town, West Bengal 700157, India",2,0,3,4,1,0,2,0,0,0,21,37,16,10,0,40,0,0,20
kol039,Kolkata,Collection O Hotel G.N Palace,22.569458700000002,88.35259669999999,"24, RN Mukherjee Rd, 1st Floor, Esplanade, Chowringhee North, Barabazar Market, Kolkata, West Bengal 700001, India",6,2,2,26,15,1,11,3,5,132,66,25,100,100,20,100,25,100,100
kol040,Kolkata,Hyatt Centric Ballygunge Kolkata,22.523706200000003,88.3637332,"17, Garcha 1st Ln, Dover Terrace, Ballygunge, Kolkata, West Bengal 700019, India",19,2,1,34,3,0,10,2,8,22,52,12,100,30,0,100,25,100,100
kol041,Kolkata,Kolkata Hotel,22.5743545,88.3628734,"H9F7+P4X, Calcutta University, College Square, Kolkata, West Bengal 700073, India",7,1,0,7,9,1,6,2,5,120,41,0,28,90,20,100,12,100,100
kol042,Kolkata,Hotel Oriental,22.5564395,88.3553999,"Landmark : Bangladesh, Bus Stop, 9A, Marquis St, Esplanade, Taltala, Kolkata, West Bengal 700016, India",10,8,4,96,45,0,16,3,7,90,87,50,100,100,0,100,100,100,100
kol043,Kolkata,Golden Tulip,22.5903484,88.4119506,"2nd Cross Road Dd 19, DD-19, 3rd Ave, DD Block, Sector 1, Bidhannagar, Kolkata, West Bengal 700064, India",9,1,2,16,6,4,6,0,5,27,50,25,64,60,80,100,12,100,100
kol044,Kolkata,The Westin Kolkata Rajarhat,22.592075599999998,88.4744092,"Plot No, 2, AA II, Newtown, New Town, West Bengal 700135, India",0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,20,11
kol045,Kolkata,LBD RESORTS & HOTELS KOLKATA,22.513144699999998,88.3784915,"31/1, Narayan Chandra Chowdhury Rd, Bosepukur, Kasba, Kolkata, West Bengal 700042, India",4,1,0,2,3,0,1,1,4,18,24,0,8,30,0,80,12,80,78
kol046,Kolkata,Amar Tree Express Hotel,22.6014716,88.4071598,"181, Block B, Lake Town, South Dumdum, West Bengal 700089, India",5,3,2,12,1,0,3,1,1,32,44,25,48,10,0,100,37,20,100
kol047,Kolkata,Collection O Aafreen Tower Near St. Thomas's Church,22.555759,88.35407649999999,"9/a, K Y D Street, Esplanade, Taltala, Kolkata, West Bengal 700016, India",5,7,4,97,42,0,16,3,7,88,84,50,100,100,0,100,87,100,100
kol048,Kolkata,Super Collection O Karaya Road Formerly Hotel New Diamond,22.543224600000002,88.36205389999999,"17A, Karaya Rd, next to Bangladesh High Commission, Elgin, Kolkata, West Bengal 700017, India",24,3,1,19,10,1,18,2,8,24,60,12,76,100,20,100,37,100,100
kol049,Kolkata,Calcutta Bungalow,22.5990774,88.3763295,"5, Radha Kanta Jew St, Fariapukur, Shyam Bazar, Kolkata, West Bengal 700004, India",10,1,0,5,2,1,2,1,2,51,29,0,20,20,20,100,12,40,100
kol050,Kolkata,Hotel Afsha,22.5566839,88.35594630000001,"22, Marquis St, New Market Area, Janbazar, Taltala, Kolkata, West Bengal 700016, India",10,8,4,94,44,0,15,3,7,89,87,50,100,100,0,100,100,100,100
kol051,Kolkata,Pride Plaza Hotel,22.5814321,88.4628161,"Service Rd, opposite to novotel, BG Block(Newtown), Action Area I, Newtown, New Town, West Bengal 700163, India",1,0,5,6,1,2,1,6,2,4,25,62,24,10,40,20,0,40,46
kol052,Kolkata,Astoria Hotel - Kolkata,22.5580604,88.35434509999999,"6/2, Sudder St, opposite Fire Brigade Head Quarter, Fire Brigade Head Quarter, New Market Area, Dharmatala, Taltala, Kolkata, West Bengal 700087, India",8,8,5,91,38,0,15,3,7,91,90,62,100,100,0,100,100,100,100
kol053,Kolkata,Pipal Tree Hotel,22.6220929,88.4456907,"AS/464, Major Arterial Road(South-East, Noapara, Hatiara, Newtown, Kolkata, West Bengal 700157, India",2,0,3,4,1,0,2,0,0,0,21,37,16,10,0,40,0,0,20
kol054,Kolkata,Transitel - A Boutique Hotel,22.6324908,88.43436229999999,"173/4/5, VIP Rd, Ramkrishna Pally, Kaikhali, Kolkata, West Bengal 700052, India",5,0,0,0,0,1,1,2,0,15,20,0,0,0,20,100,0,0,57
kol055,Kolkata,Hotel Casa Fortuna,22.541235699999998,88.35258689999999,"234/1, AJC Bose Road, Elgin Rd, near Camac Street, Minto Park, Bhowanipore, Kolkata, West Bengal 700020, India",16,3,1,32,10,1,20,2,7,55,65,12,100,100,20,100,37,100,100
kol056,Kolkata,Hotel Hindusthan International,22.5411549,88.3506419,"235/1, Acharya Jagdish Chandra Bose Rd, Sreepally, Bhowanipore, Kolkata, West Bengal 700020, India",14,3,1,33,9,1,21,2,7,54,63,12,100,90,20,100,37,100,100
kol057,Kolkata,Super Collection O Belgacihia Near Kolkata Railway Station formerly Beeu Guest House.,22.605199499999998,88.3844215,"H/34, 83/A, Khudiram Bose Sarani, opposite Belgachia Tram Depot, Belgachia, Kolkata, West Bengal 700037, India",0,1,0,6,1,2,4,1,1,51,8,0,24,10,40,0,12,20,100
kol058,Kolkata,Hotel Executive Tower,22.5557896,88.3720982,"52, CIT Rd, Entally, Kolkata, West Bengal 700014, India",10,0,0,2,7,0,13,3,6,73,32,0,8,70,0,100,0,100,100
